SUMMARY,DTSTART,DTEND,CALENDAR,DURATION
🍌,2025-03-02 18:00:00,2025-03-02 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-02 20:00:00,2025-03-02 20:30:00,Alimentação,0.5
🍳,2025-03-03 08:00:00,2025-03-03 08:20:00,Alimentação,0.33333333333333
🧋,2025-03-03 10:00:00,2025-03-03 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-03 12:30:00,2025-03-03 13:00:00,Alimentação,0.5
🥪,2025-03-03 16:00:00,2025-03-03 16:15:00,Alimentação,0.25
🍌,2025-03-03 18:00:00,2025-03-03 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-03 20:00:00,2025-03-03 20:30:00,Alimentação,0.5
🍳,2025-03-04 08:00:00,2025-03-04 08:20:00,Alimentação,0.33333333333333
🧋,2025-03-04 10:00:00,2025-03-04 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-04 12:30:00,2025-03-04 13:00:00,Alimentação,0.5
🥪,2025-03-04 16:00:00,2025-03-04 16:15:00,Alimentação,0.25
🍌,2025-03-04 18:00:00,2025-03-04 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-04 20:00:00,2025-03-04 20:30:00,Alimentação,0.5
🍳,2025-03-05 08:00:00,2025-03-05 08:20:00,Alimentação,0.33333333333333
🧋,2025-03-05 10:00:00,2025-03-05 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-05 12:30:00,2025-03-05 13:00:00,Alimentação,0.5
🥪,2025-03-05 16:00:00,2025-03-05 16:15:00,Alimentação,0.25
🍌,2025-03-05 18:00:00,2025-03-05 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-05 20:00:00,2025-03-05 20:30:00,Alimentação,0.5
🍳,2025-03-06 08:00:00,2025-03-06 08:20:00,Alimentação,0.33333333333333
🧋,2025-03-06 10:00:00,2025-03-06 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-06 12:30:00,2025-03-06 13:00:00,Alimentação,0.5
🥪,2025-03-06 16:00:00,2025-03-06 16:15:00,Alimentação,0.25
🍌,2025-03-06 18:00:00,2025-03-06 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-06 20:00:00,2025-03-06 20:30:00,Alimentação,0.5
🍳,2025-03-07 08:00:00,2025-03-07 08:20:00,Alimentação,0.33333333333333
🧋,2025-03-07 10:00:00,2025-03-07 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-07 12:30:00,2025-03-07 13:00:00,Alimentação,0.5
🥪,2025-03-07 16:00:00,2025-03-07 16:15:00,Alimentação,0.25
🍌,2025-03-07 18:00:00,2025-03-07 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-07 20:00:00,2025-03-07 20:30:00,Alimentação,0.5
🍳,2025-03-08 08:00:00,2025-03-08 08:20:00,Alimentação,0.33333333333333
🧋,2025-03-08 10:00:00,2025-03-08 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-08 12:30:00,2025-03-08 13:00:00,Alimentação,0.5
🥪,2025-03-08 16:00:00,2025-03-08 16:15:00,Alimentação,0.25
🍌,2025-03-08 18:00:00,2025-03-08 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-08 20:00:00,2025-03-08 20:30:00,Alimentação,0.5
🍳,2025-03-09 08:00:00,2025-03-09 08:20:00,Alimentação,0.33333333333333
🧋,2025-03-09 10:00:00,2025-03-09 10:05:00,Alimentação,0.083333333333333
🥪,2025-03-09 16:00:00,2025-03-09 16:15:00,Alimentação,0.25
🍌,2025-03-09 18:00:00,2025-03-09 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-09 20:00:00,2025-03-09 20:30:00,Alimentação,0.5
🧋,2025-03-10 10:00:00,2025-03-10 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-10 12:00:00,2025-03-10 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-10 16:00:00,2025-03-10 16:15:00,Alimentação,0.25
🍌,2025-03-10 18:00:00,2025-03-10 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-10 20:00:00,2025-03-10 20:30:00,Alimentação,0.5
🍳,2025-03-11 06:30:00,2025-03-11 06:50:00,Alimentação,0.33333333333333
🍳,2025-03-11 07:15:00,2025-03-11 07:35:00,Alimentação,0.33333333333333
🧋,2025-03-11 10:00:00,2025-03-11 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-11 12:00:00,2025-03-11 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-11 16:00:00,2025-03-11 16:15:00,Alimentação,0.25
🍌,2025-03-11 18:00:00,2025-03-11 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-11 20:00:00,2025-03-11 20:30:00,Alimentação,0.5
🍳,2025-03-12 06:30:00,2025-03-12 06:50:00,Alimentação,0.33333333333333
🍳,2025-03-12 08:30:00,2025-03-12 08:50:00,Alimentação,0.33333333333333
🧋,2025-03-12 10:00:00,2025-03-12 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-12 12:00:00,2025-03-12 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-12 16:00:00,2025-03-12 16:15:00,Alimentação,0.25
🍌,2025-03-12 18:00:00,2025-03-12 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-12 20:00:00,2025-03-12 20:30:00,Alimentação,0.5
🍳,2025-03-13 06:30:00,2025-03-13 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-13 10:00:00,2025-03-13 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-13 12:00:00,2025-03-13 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-13 16:00:00,2025-03-13 16:15:00,Alimentação,0.25
🍌,2025-03-13 18:00:00,2025-03-13 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-13 20:00:00,2025-03-13 20:30:00,Alimentação,0.5
🍳,2025-03-14 06:30:00,2025-03-14 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-14 10:00:00,2025-03-14 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-14 12:00:00,2025-03-14 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-14 16:00:00,2025-03-14 16:15:00,Alimentação,0.25
🍌,2025-03-14 18:00:00,2025-03-14 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-14 20:00:00,2025-03-14 20:30:00,Alimentação,0.5
🍳,2025-03-15 06:30:00,2025-03-15 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-15 10:00:00,2025-03-15 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-15 12:00:00,2025-03-15 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-15 16:00:00,2025-03-15 16:15:00,Alimentação,0.25
🍌,2025-03-15 18:00:00,2025-03-15 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-15 20:00:00,2025-03-15 20:30:00,Alimentação,0.5
🍳,2025-03-16 06:30:00,2025-03-16 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-16 10:00:00,2025-03-16 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-16 12:00:00,2025-03-16 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-16 16:00:00,2025-03-16 16:15:00,Alimentação,0.25
🍌,2025-03-16 18:00:00,2025-03-16 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-16 20:00:00,2025-03-16 20:30:00,Alimentação,0.5
🍳,2025-03-17 06:30:00,2025-03-17 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-17 10:00:00,2025-03-17 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-17 12:00:00,2025-03-17 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-17 16:00:00,2025-03-17 16:15:00,Alimentação,0.25
🍌,2025-03-17 18:00:00,2025-03-17 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-17 20:00:00,2025-03-17 20:30:00,Alimentação,0.5
🍳,2025-03-18 06:30:00,2025-03-18 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-18 10:00:00,2025-03-18 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-18 12:00:00,2025-03-18 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-18 16:00:00,2025-03-18 16:15:00,Alimentação,0.25
🍌,2025-03-18 18:00:00,2025-03-18 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-18 20:00:00,2025-03-18 20:30:00,Alimentação,0.5
🍳,2025-03-19 06:30:00,2025-03-19 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-19 10:00:00,2025-03-19 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-19 12:00:00,2025-03-19 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-19 16:00:00,2025-03-19 16:15:00,Alimentação,0.25
🍌,2025-03-19 18:00:00,2025-03-19 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-19 20:00:00,2025-03-19 20:30:00,Alimentação,0.5
🍳,2025-03-20 06:30:00,2025-03-20 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-20 10:00:00,2025-03-20 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-20 12:00:00,2025-03-20 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-20 16:00:00,2025-03-20 16:15:00,Alimentação,0.25
🍌,2025-03-20 18:00:00,2025-03-20 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-20 20:00:00,2025-03-20 20:30:00,Alimentação,0.5
🍳,2025-03-21 06:30:00,2025-03-21 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-21 10:00:00,2025-03-21 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-21 12:00:00,2025-03-21 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-21 16:00:00,2025-03-21 16:15:00,Alimentação,0.25
🍌,2025-03-21 18:00:00,2025-03-21 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-21 20:00:00,2025-03-21 20:30:00,Alimentação,0.5
🍳,2025-03-22 06:30:00,2025-03-22 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-22 10:00:00,2025-03-22 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-22 12:00:00,2025-03-22 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-22 16:00:00,2025-03-22 16:15:00,Alimentação,0.25
🍌,2025-03-22 18:00:00,2025-03-22 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-22 20:00:00,2025-03-22 20:30:00,Alimentação,0.5
🍳,2025-03-23 06:30:00,2025-03-23 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-23 10:00:00,2025-03-23 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-23 12:00:00,2025-03-23 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-23 16:00:00,2025-03-23 16:15:00,Alimentação,0.25
🍌,2025-03-23 18:00:00,2025-03-23 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-23 20:00:00,2025-03-23 20:30:00,Alimentação,0.5
🍳,2025-03-24 06:30:00,2025-03-24 06:50:00,Alimentação,0.33333333333333
🍳,2025-03-24 08:00:00,2025-03-24 08:20:00,Alimentação,0.33333333333333
🧋,2025-03-24 10:00:00,2025-03-24 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-24 12:00:00,2025-03-24 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-24 16:00:00,2025-03-24 16:15:00,Alimentação,0.25
🍌,2025-03-24 18:00:00,2025-03-24 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-24 20:00:00,2025-03-24 20:30:00,Alimentação,0.5
🍳,2025-03-25 06:30:00,2025-03-25 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-25 10:00:00,2025-03-25 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-25 12:00:00,2025-03-25 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-25 16:00:00,2025-03-25 16:15:00,Alimentação,0.25
🍌,2025-03-25 18:00:00,2025-03-25 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-25 20:00:00,2025-03-25 20:30:00,Alimentação,0.5
🍳,2025-03-26 06:30:00,2025-03-26 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-26 10:00:00,2025-03-26 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-26 12:00:00,2025-03-26 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-26 16:00:00,2025-03-26 16:15:00,Alimentação,0.25
🍌,2025-03-26 18:00:00,2025-03-26 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-26 20:00:00,2025-03-26 20:30:00,Alimentação,0.5
🍳,2025-03-27 06:30:00,2025-03-27 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-27 10:00:00,2025-03-27 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-27 12:00:00,2025-03-27 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-27 16:00:00,2025-03-27 16:15:00,Alimentação,0.25
🍌,2025-03-27 18:00:00,2025-03-27 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-27 20:00:00,2025-03-27 20:30:00,Alimentação,0.5
🍳,2025-03-28 06:30:00,2025-03-28 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-28 10:00:00,2025-03-28 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-28 12:00:00,2025-03-28 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-28 16:00:00,2025-03-28 16:15:00,Alimentação,0.25
🍌,2025-03-28 18:00:00,2025-03-28 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-28 20:00:00,2025-03-28 20:30:00,Alimentação,0.5
🍳,2025-03-29 06:30:00,2025-03-29 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-29 10:00:00,2025-03-29 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-29 12:00:00,2025-03-29 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-29 16:00:00,2025-03-29 16:15:00,Alimentação,0.25
🍌,2025-03-29 18:00:00,2025-03-29 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-29 20:00:00,2025-03-29 20:30:00,Alimentação,0.5
🍳,2025-03-30 06:30:00,2025-03-30 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-30 10:00:00,2025-03-30 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-30 12:00:00,2025-03-30 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-30 16:00:00,2025-03-30 16:15:00,Alimentação,0.25
🍌,2025-03-30 18:00:00,2025-03-30 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-30 20:00:00,2025-03-30 20:30:00,Alimentação,0.5
🍳,2025-03-31 06:30:00,2025-03-31 06:50:00,Alimentação,0.33333333333333
🧋,2025-03-31 10:00:00,2025-03-31 10:05:00,Alimentação,0.083333333333333
🍽️,2025-03-31 12:00:00,2025-03-31 12:20:00,Alimentação,0.33333333333333
🥪,2025-03-31 16:00:00,2025-03-31 16:15:00,Alimentação,0.25
🍌,2025-03-31 18:00:00,2025-03-31 18:05:00,Alimentação,0.083333333333333
🍽️,2025-03-31 20:00:00,2025-03-31 20:30:00,Alimentação,0.5
🍳,2025-04-01 06:30:00,2025-04-01 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-01 10:00:00,2025-04-01 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-01 12:00:00,2025-04-01 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-01 16:00:00,2025-04-01 16:15:00,Alimentação,0.25
🍌,2025-04-01 18:00:00,2025-04-01 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-01 20:00:00,2025-04-01 20:30:00,Alimentação,0.5
🍳,2025-04-02 06:30:00,2025-04-02 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-02 10:00:00,2025-04-02 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-02 12:00:00,2025-04-02 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-02 16:00:00,2025-04-02 16:15:00,Alimentação,0.25
🍌,2025-04-02 18:00:00,2025-04-02 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-02 20:00:00,2025-04-02 20:30:00,Alimentação,0.5
🍳,2025-04-03 06:30:00,2025-04-03 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-03 10:00:00,2025-04-03 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-03 12:00:00,2025-04-03 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-03 16:00:00,2025-04-03 16:15:00,Alimentação,0.25
🍌,2025-04-03 18:00:00,2025-04-03 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-03 20:00:00,2025-04-03 20:30:00,Alimentação,0.5
🍳,2025-04-04 06:30:00,2025-04-04 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-04 10:00:00,2025-04-04 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-04 12:00:00,2025-04-04 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-04 16:00:00,2025-04-04 16:15:00,Alimentação,0.25
🍌,2025-04-04 18:00:00,2025-04-04 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-04 20:00:00,2025-04-04 20:30:00,Alimentação,0.5
🍳,2025-04-05 06:30:00,2025-04-05 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-05 10:00:00,2025-04-05 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-05 12:00:00,2025-04-05 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-05 16:00:00,2025-04-05 16:15:00,Alimentação,0.25
🍌,2025-04-05 18:00:00,2025-04-05 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-05 20:00:00,2025-04-05 20:30:00,Alimentação,0.5
🍳,2025-04-06 06:30:00,2025-04-06 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-06 10:00:00,2025-04-06 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-06 12:00:00,2025-04-06 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-06 16:00:00,2025-04-06 16:15:00,Alimentação,0.25
🍌,2025-04-06 18:00:00,2025-04-06 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-06 20:00:00,2025-04-06 20:30:00,Alimentação,0.5
🍳,2025-04-07 06:30:00,2025-04-07 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-07 10:00:00,2025-04-07 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-07 12:00:00,2025-04-07 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-07 16:00:00,2025-04-07 16:15:00,Alimentação,0.25
🍌,2025-04-07 18:00:00,2025-04-07 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-07 20:00:00,2025-04-07 20:30:00,Alimentação,0.5
🍳,2025-04-08 06:30:00,2025-04-08 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-08 10:00:00,2025-04-08 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-08 12:00:00,2025-04-08 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-08 16:00:00,2025-04-08 16:15:00,Alimentação,0.25
🍌,2025-04-08 18:00:00,2025-04-08 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-08 20:00:00,2025-04-08 20:30:00,Alimentação,0.5
🍳,2025-04-09 06:30:00,2025-04-09 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-09 10:00:00,2025-04-09 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-09 12:00:00,2025-04-09 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-09 16:00:00,2025-04-09 16:15:00,Alimentação,0.25
🍌,2025-04-09 18:00:00,2025-04-09 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-09 20:00:00,2025-04-09 20:30:00,Alimentação,0.5
🍳,2025-04-10 06:30:00,2025-04-10 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-10 10:00:00,2025-04-10 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-10 12:00:00,2025-04-10 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-10 16:00:00,2025-04-10 16:15:00,Alimentação,0.25
🍌,2025-04-10 18:00:00,2025-04-10 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-10 20:00:00,2025-04-10 20:30:00,Alimentação,0.5
🍳,2025-04-11 06:30:00,2025-04-11 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-11 10:00:00,2025-04-11 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-11 12:00:00,2025-04-11 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-11 16:00:00,2025-04-11 16:15:00,Alimentação,0.25
🍌,2025-04-11 18:00:00,2025-04-11 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-11 20:00:00,2025-04-11 20:30:00,Alimentação,0.5
🍳,2025-04-12 06:30:00,2025-04-12 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-12 10:00:00,2025-04-12 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-12 12:00:00,2025-04-12 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-12 16:00:00,2025-04-12 16:15:00,Alimentação,0.25
🍌,2025-04-12 18:00:00,2025-04-12 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-12 20:00:00,2025-04-12 20:30:00,Alimentação,0.5
🍳,2025-04-13 06:30:00,2025-04-13 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-13 10:00:00,2025-04-13 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-13 12:00:00,2025-04-13 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-13 16:00:00,2025-04-13 16:15:00,Alimentação,0.25
🍌,2025-04-13 18:00:00,2025-04-13 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-13 20:00:00,2025-04-13 20:30:00,Alimentação,0.5
🍳,2025-04-14 06:30:00,2025-04-14 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-14 10:00:00,2025-04-14 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-14 12:00:00,2025-04-14 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-14 16:00:00,2025-04-14 16:15:00,Alimentação,0.25
🍌,2025-04-14 18:00:00,2025-04-14 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-14 20:00:00,2025-04-14 20:30:00,Alimentação,0.5
🍳,2025-04-15 06:30:00,2025-04-15 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-15 10:00:00,2025-04-15 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-15 12:00:00,2025-04-15 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-15 16:00:00,2025-04-15 16:15:00,Alimentação,0.25
🍌,2025-04-15 18:00:00,2025-04-15 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-15 20:00:00,2025-04-15 20:30:00,Alimentação,0.5
🍳,2025-04-16 06:30:00,2025-04-16 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-16 10:00:00,2025-04-16 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-16 12:00:00,2025-04-16 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-16 16:00:00,2025-04-16 16:15:00,Alimentação,0.25
🍌,2025-04-16 18:00:00,2025-04-16 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-16 20:00:00,2025-04-16 20:30:00,Alimentação,0.5
🍳,2025-04-17 06:30:00,2025-04-17 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-17 10:00:00,2025-04-17 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-17 12:00:00,2025-04-17 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-17 16:00:00,2025-04-17 16:15:00,Alimentação,0.25
🍌,2025-04-17 18:00:00,2025-04-17 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-17 20:00:00,2025-04-17 20:30:00,Alimentação,0.5
🍳,2025-04-18 06:30:00,2025-04-18 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-18 10:00:00,2025-04-18 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-18 12:00:00,2025-04-18 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-18 16:00:00,2025-04-18 16:15:00,Alimentação,0.25
🍌,2025-04-18 18:00:00,2025-04-18 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-18 20:00:00,2025-04-18 20:30:00,Alimentação,0.5
🍳,2025-04-19 06:30:00,2025-04-19 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-19 10:00:00,2025-04-19 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-19 12:00:00,2025-04-19 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-19 16:00:00,2025-04-19 16:15:00,Alimentação,0.25
🍌,2025-04-19 18:00:00,2025-04-19 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-19 20:00:00,2025-04-19 20:30:00,Alimentação,0.5
🍳,2025-04-20 06:30:00,2025-04-20 06:50:00,Alimentação,0.33333333333333
🧋,2025-04-20 10:00:00,2025-04-20 10:05:00,Alimentação,0.083333333333333
🍽️,2025-04-20 12:00:00,2025-04-20 12:20:00,Alimentação,0.33333333333333
🥪,2025-04-20 16:00:00,2025-04-20 16:15:00,Alimentação,0.25
🍌,2025-04-20 18:00:00,2025-04-20 18:05:00,Alimentação,0.083333333333333
🍽️,2025-04-20 20:00:00,2025-04-20 20:30:00,Alimentação,0.5
